PID,Property Address,Property City,House Type,Sale Price(USD),Sale Date,Latitude,Longitude,Zone,,
670,610   21ST  AVE N,NASHVILLE,RESIDENTIAL CONDO,386000,9/13/2021,36.1588827,-86.8066364,2,,
671,909  TRICE  DR,NASHVILLE,SINGLE FAMILY,335000,9/8/2021,36.1588748,-86.859498,3,,
672,314  SENECA  DR,NASHVILLE,SINGLE FAMILY,280000,9/10/2021,36.1588704,-86.6689193,7,,
673,4900   ILLINOIS  AVE,NASHVILLE,SINGLE FAMILY,790000,9/15/2021,36.158031,-86.846434,3,,
674,805   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,615000,9/13/2021,36.1571995,-86.8462571,3,,
675,544  ANNEX  AVE,NASHVILLE,SINGLE FAMILY,350000,9/16/2021,36.1571812,-86.8790908,3,,
676,100  WINDCHASE  RUN,HERMITAGE,SINGLE FAMILY,390000,9/8/2021,36.1569615,-86.5858275,8,,
677,3237  CLOVERWOOD  DR,NASHVILLE,SINGLE FAMILY,255000,9/10/2021,36.156947,-86.639548,7,,
678,505  BISMARK  DR,NASHVILLE,SINGLE FAMILY,310000,9/16/2021,36.1568681,-86.6977127,7,,
679,713  44TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,565000,9/9/2021,36.1566583,-86.8399514,3,,
680,420   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,474900,9/14/2021,36.1565622,-86.8744213,3,,
681,424   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,476500,9/24/2021,36.156555,-86.874164,3,,
682,418   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,589900,9/23/2021,36.1565534,-86.874421,3,,
683,430   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,589000,9/13/2021,36.156513,-86.873831,3,,
684,428   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,464900,9/15/2021,36.1565004,-86.8739129,3,,
685,5803  MACKIE  PL,NASHVILLE,SINGLE FAMILY,470000,9/15/2021,36.156308,-86.8596699,3,,
686,515  BASSWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,180000,9/7/2021,36.1561863,-86.8869491,3,,
687,1808  STATE  ST,NASHVILLE,RESIDENTIAL CONDO,290000,9/17/2021,36.1559092,-86.7993182,2,,
688,510  BASSWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,255000,9/3/2021,36.1553747,-86.8846145,3,,
689,5906 A  DEAL  AVE,NASHVILLE,RESIDENTIAL CONDO,560000,9/13/2021,36.1552984,-86.8645204,3,,
690,222   CROLEYWOOD  LN,NASHVILLE,RESIDENTIAL CONDO,534100,9/13/2021,36.1550908,-86.8738752,3,,
691,2817  DUNMORE  DR,NASHVILLE,SINGLE FAMILY,290000,9/9/2021,36.1550635,-86.6600261,7,,
692,5913 A  DEAL  AVE,NASHVILLE,VACANT RESIDENTIAL LAND,428500,9/17/2021,36.1548084,-86.8644753,3,,
693,5913 B  DEAL  AVE,NASHVILLE,VACANT RESIDENTIAL LAND,646300,9/16/2021,36.1548084,-86.8644753,3,,
694,513  WANDA  DR,NASHVILLE,SINGLE FAMILY,380000,9/17/2021,36.1546763,-86.6966117,7,,
695,6376  IVY  ST,NASHVILLE,SINGLE FAMILY,535000,9/24/2021,36.1546025,-86.8744676,3,,
696,631  TRUXTON  CT,NASHVILLE,SINGLE FAMILY,310000,9/7/2021,36.1546005,-86.6434159,7,,
697,631  TRUXTON  CT,NASHVILLE,SINGLE FAMILY,325000,9/17/2021,36.1546005,-86.6434159,7,,
698,3108  LAKELAND  DR,NASHVILLE,SINGLE FAMILY,270000,9/13/2021,36.154221,-86.6495568,7,,
699,419 A 36TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,685000,9/24/2021,36.1542123,-86.828035,2,,
700,622  WESTBORO  DR,NASHVILLE,SINGLE FAMILY,240000,9/23/2021,36.1540956,-86.8777979,3,,
701,5064  MEGAN  DR,HERMITAGE,SINGLE FAMILY,435000,9/22/2021,36.1539318,-86.5811951,8,,
702,523 B  SNYDER  AVE,NASHVILLE,RESIDENTIAL CONDO,599000,9/17/2021,36.1539068,-86.8608535,3,,
703,6309  HENRY FORD  DR,NASHVILLE,SINGLE FAMILY,355000,9/3/2021,36.1536663,-86.8808538,3,,
704,1506  DEMONBREUN  ST,NASHVILLE,CONDOMINIUM OFC  OR OTHER COM CONDO,1600000,9/15/2021,36.1536539,-86.7892352,2,,
705,1508  DEMONBREUN  ST,NASHVILLE,CONDOMINIUM OFC  OR OTHER COM CONDO,1600000,9/15/2021,36.15365,-86.7893104,2,,
706,5905  MAXON  AVE,NASHVILLE,SINGLE FAMILY,300000,9/20/2021,36.1536124,-86.8641226,3,,
707,1212  LAUREL  ST,NASHVILLE,RESIDENTIAL CONDO,542500,9/3/2021,36.1535143,-86.786437,9,,
708,1212  LAUREL  ST,NASHVILLE,RESIDENTIAL CONDO,850000,9/14/2021,36.1535143,-86.786437,9,,
709,1212  LAUREL  ST,NASHVILLE,RESIDENTIAL CONDO,550000,9/8/2021,36.1535143,-86.786437,9,,
710,1212  LAUREL  ST,NASHVILLE,RESIDENTIAL CONDO,820000,9/9/2021,36.1535143,-86.786437,9,,
711,1510  DEMONBREUN  ST,NASHVILLE,RESIDENTIAL CONDO,410000,9/20/2021,36.153492,-86.789426,2,,
712,604 B EASTBORO  DR,NASHVILLE,RESIDENTIAL CONDO,525000,9/23/2021,36.1533878,-86.867336,3,,
713,6096  HAGARS GROVE  PASS,HERMITAGE,SINGLE FAMILY,460000,9/10/2021,36.1531098,-86.5778062,8,,
714,3307  FALLS CREEK  DR,NASHVILLE,DUPLEX,362000,9/22/2021,36.1529483,-86.6387103,7,,
715,319  EMERY  DR,NASHVILLE,SINGLE FAMILY,360000,9/22/2021,36.1527592,-86.6762766,7,,
716,528  SCHOLARSHIP  DR,NASHVILLE,SINGLE FAMILY,400000,9/1/2021,36.1518256,-86.881794,3,,
717,504  NEWTON  AVE,NASHVILLE,SINGLE FAMILY,555000,9/3/2021,36.1516517,-86.8631181,3,,
718,600  12TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,575000,9/8/2021,36.1516338,-86.7836581,9,,
719,600  12TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,819000,9/28/2021,36.1516338,-86.7836581,9,,
720,600  12TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,999900,9/22/2021,36.1516338,-86.7836581,9,,
721,1803  BROADWAY,NASHVILLE,RESIDENTIAL CONDO,320000,9/2/2021,36.1515375,-86.7953035,2,,
722,67  MAURY  ST,NASHVILLE,SINGLE FAMILY,205000,9/13/2021,36.1512396,-86.7591275,1,,
723,3314 A ELKINS  AVE,NASHVILLE,RESIDENTIAL CONDO,430000,9/15/2021,36.150884,-86.8250319,2,,
724,500  LAKEBRINK  CT,NASHVILLE,RESIDENTIAL CONDO,205000,9/3/2021,36.1506276,-86.6333925,8,,
725,320  52ND  AVE N,NASHVILLE,SINGLE FAMILY,600100,9/16/2021,36.1506039,-86.849581,2,,
726,609  CENTERPOINT  LN,NASHVILLE,RESIDENTIAL CONDO,525000,9/21/2021,36.150549,-86.8527464,2,,
727,304  MOONWATER  CT,HERMITAGE,SINGLE FAMILY,410000,9/24/2021,36.1503277,-86.5863294,8,,
728,0  CHARLOTTE  PIKE,NASHVILLE,VACANT RURAL LAND,200000,9/21/2021,36.1502841,-86.8608501,3,,
729,1403 A  SIGLER  ST,NASHVILLE,RESIDENTIAL CONDO,450000,9/15/2021,36.1501781,-86.7886329,2,,
730,306  33RD  AVE N,NASHVILLE,SINGLE FAMILY,525000,9/27/2021,36.1501303,-86.8235442,2,,
731,502  SCHOLARSHIP  DR,NASHVILLE,SINGLE FAMILY,499000,9/17/2021,36.1500245,-86.879365,3,,
732,925  ALLEN  RD,NASHVILLE,SINGLE FAMILY,325000,9/21/2021,36.1500094,-86.6627021,7,,
733,6123 A  HENRY FORD  DR,NASHVILLE,RESIDENTIAL CONDO,593000,9/3/2021,36.1499518,-86.8786944,3,,
734,3316  NEVADA  AVE,NASHVILLE,SINGLE FAMILY,450000,9/16/2021,36.149811,-86.8258975,2,,
735,1201 B  SIGLER  ST,NASHVILLE,RESIDENTIAL CONDO,1252500,9/20/2021,36.1496779,-86.786835,2,,
736,5103  ELKINS  AVE,NASHVILLE,SINGLE FAMILY,625000,9/9/2021,36.1496775,-86.8493125,2,,
737,806  18TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,280000,9/8/2021,36.1496673,-86.794138,2,,
738,725  14TH  AVE S,NASHVILLE,SINGLE FAMILY,578300,9/20/2021,36.149626,-86.7886235,2,,
739,4010  NEVADA  AVE,NASHVILLE,SINGLE FAMILY,507000,9/8/2021,36.1495361,-86.8347605,2,,
740,49  DONELSON  ST,NASHVILLE,SINGLE FAMILY,190000,9/17/2021,36.1491751,-86.7551332,1,,
741,1210 C HAWKINS  ST,NASHVILLE,RESIDENTIAL CONDO,950000,9/28/2021,36.149138,-86.7861272,2,,
742,4810  NEVADA  AVE,NASHVILLE,SINGLE FAMILY,1350000,9/10/2021,36.1488468,-86.8456215,2,,
743,2325  ELLISTON  PL,NASHVILLE,RESIDENTIAL CONDO,287000,9/24/2021,36.1487279,-86.8066167,2,,
744,900  20TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,445000,9/14/2021,36.1486076,-86.7973168,2,,
745,900  20TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,450000,9/23/2021,36.1486076,-86.7973168,2,,
746,900  20TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,605000,9/28/2021,36.1486076,-86.7973168,2,,
747,5007  NEVADA  AVE,NASHVILLE,DUPLEX,700000,9/3/2021,36.1482229,-86.8477334,2,,
748,418 A W BEND  DR,NASHVILLE,RESIDENTIAL CONDO,689900,9/17/2021,36.148142,-86.8705493,2,,
749,419 B  AMERICAN  RD,NASHVILLE,RESIDENTIAL CONDO,695000,9/10/2021,36.1473032,-86.8741542,2,,
750,407  NORMANDY  CIR,NASHVILLE,RESIDENTIAL CONDO,440000,9/7/2021,36.147179,-86.826137,2,,
751,2006  26TH  AVE S,NASHVILLE,SINGLE FAMILY,589000,9/9/2021,36.1471439,-86.8103687,2,,
752,2289   SEVEN POINTS  CIR,HERMITAGE,RESIDENTIAL CONDO,483900,9/14/2021,36.1468861,-86.5756656,8,,
753,915  15TH  AVE S,NASHVILLE,DUPLEX,600000,9/28/2021,36.1467897,-86.7903505,2,,
754,5005   HARBOR RESERVE  CV,HERMITAGE,RESIDENTIAL CONDO,480700,9/24/2021,36.1467558,-86.5753848,8,,
755,421  NORMANDY  CIR,NASHVILLE,RESIDENTIAL CONDO,436000,9/15/2021,36.146431,-86.826281,2,,
756,42   TRIMBLE  ST,NASHVILLE,RESIDENTIAL CONDO,499900,9/9/2021,36.1463373,-86.7599523,1,,
757,207  SENTINEL  DR,NASHVILLE,SINGLE FAMILY,510000,9/2/2021,36.1463351,-86.834339,2,,
758,5105  IDAHO  AVE,NASHVILLE,SINGLE FAMILY,450000,9/17/2021,36.1461404,-86.8491106,2,,
759,340  NORMANDY  CIR,NASHVILLE,RESIDENTIAL CONDO,525000,9/23/2021,36.146075,-86.825282,2,,
760,4602 B WYOMING  AVE,NASHVILLE,RESIDENTIAL CONDO,435000,9/23/2021,36.1457486,-86.8424188,2,,
761,3000  POSTON  AVE,NASHVILLE,RESIDENTIAL CONDO,807000,9/16/2021,36.1455775,-86.8153797,2,,
762,3000  POSTON  AVE,NASHVILLE,RESIDENTIAL CONDO,1045000,9/17/2021,36.1455775,-86.8153797,2,,
763,328  NORMANDY  CIR,NASHVILLE,RESIDENTIAL CONDO,470000,9/13/2021,36.145517,-86.825539,2,,
764,3100   BELWOOD  ST,NASHVILLE,RESIDENTIAL CONDO,1875000,9/24/2021,36.1454274,-86.8172289,2,,
765,3100   BELWOOD  ST,NASHVILLE,RESIDENTIAL CONDO,1875000,9/24/2021,36.1454274,-86.8172289,2,,
766,3100   BELWOOD  ST,NASHVILLE,RESIDENTIAL CONDO,1875000,9/24/2021,36.1454274,-86.8172289,2,,
767,6038   HILL  CIR,NASHVILLE,RESIDENTIAL CONDO,1270000,9/27/2021,36.1451862,-86.8678049,2,,
768,205  31ST  AVE N,NASHVILLE,RESIDENTIAL CONDO,495000,9/13/2021,36.1448856,-86.8167778,2,,
769,1008   11TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,125000,9/22/2021,36.1448559,-86.7846695,2,,
770,143  42ND  AVE N,NASHVILLE,SINGLE FAMILY,260000,9/3/2021,36.1448068,-86.8370741,2,,
771,3119  BELWOOD  ST,NASHVILLE,RESIDENTIAL CONDO,840000,9/8/2021,36.1447845,-86.8185627,2,,
772,117  30TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,326500,9/9/2021,36.14472,-86.8153263,2,,
773,555  LOCKWOOD  DR,NASHVILLE,SINGLE FAMILY,267500,9/8/2021,36.1446665,-86.6717915,7,,
774,515  BELLMORE  PL,NASHVILLE,SINGLE FAMILY,335000,9/16/2021,36.1446581,-86.8621239,2,,
775,4202  UTAH  AVE,NASHVILLE,SINGLE FAMILY,685000,9/3/2021,36.1446403,-86.8371917,2,,
776,16  SHEPARD  ST,NASHVILLE,VACANT RESIDENTIAL LAND,165000,9/3/2021,36.1446102,-86.7612581,1,,
777,1101  18TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,300000,9/14/2021,36.1445985,-86.79607,2,,
778,4309  UTAH  AVE,NASHVILLE,SINGLE FAMILY,715000,9/3/2021,36.1443042,-86.838917,2,,
779,1409 B TREMONT  ST,NASHVILLE,RESIDENTIAL CONDO,810000,9/21/2021,36.1440167,-86.7913833,2,,
780,3116   WEST END  CIR,NASHVILLE,RESIDENTIAL CONDO,330000,9/13/2021,36.1439884,-86.8189157,2,,
781,3116   WEST END  CIR,NASHVILLE,RESIDENTIAL CONDO,460000,9/15/2021,36.1439884,-86.8189157,2,,
782,6510  THUNDERBIRD  DR,NASHVILLE,SINGLE FAMILY,390000,9/21/2021,36.1439178,-86.8841836,3,,
783,119   MASON  AVE,NASHVILLE,RESIDENTIAL CONDO,625000,9/21/2021,36.1438716,-86.8195706,2,,
784,806   OLYMPIC  ST,NASHVILLE,RESIDENTIAL CONDO,374900,9/23/2021,36.1438572,-86.7797717,2,,
785,806   OLYMPIC  ST,NASHVILLE,RESIDENTIAL CONDO,319900,9/27/2021,36.1438572,-86.7797717,2,,
786,4009  UTAH  AVE,NASHVILLE,RESIDENTIAL CONDO,790000,9/17/2021,36.14377,-86.833485,2,,
787,3210  LONG  BLVD,NASHVILLE,RESIDENTIAL CONDO,550000,9/16/2021,36.143703,-86.821046,2,,
788,1518  EDGEHILL  AVE,NASHVILLE,DUPLEX,600000,9/23/2021,36.1435584,-86.792409,2,,
789,128  ACKLEN PARK  DR,NASHVILLE,RESIDENTIAL CONDO,380000,9/23/2021,36.14334,-86.820239,2,,
790,4703  NEBRASKA  AVE,NASHVILLE,SINGLE FAMILY,1151500,9/8/2021,36.1430217,-86.8433476,2,,
791,3535  BELL  RD,NASHVILLE,RESIDENTIAL CONDO,215000,9/20/2021,36.1429106,-86.6257191,8,,
792,1205  14TH  AVE S,NASHVILLE,SINGLE FAMILY,385000,9/20/2021,36.1424924,-86.7897618,2,,
793,201  ACKLEN PARK  DR,NASHVILLE,RESIDENTIAL CONDO,185000,9/7/2021,36.1424015,-86.8213234,2,,
794,4100  COLORADO  AVE,NASHVILLE,DUPLEX,590000,9/30/2021,36.1423522,-86.8356232,2,,
795,3315  LONG  BLVD,NASHVILLE,RESIDENTIAL CONDO,260000,9/13/2021,36.141923,-86.821933,2,,
796,1225  17TH  AVE S,NASHVILLE,OFFICE BLDG (ONE OR TWO STORIES),1400000,9/23/2021,36.1416577,-86.795021,2,,
797,72 A NANCE  LN,NASHVILLE,RESIDENTIAL CONDO,425000,9/28/2021,36.1415908,-86.7494127,1,,
798,208  FAIRMONT  CT,NASHVILLE,RESIDENTIAL CONDO,370000,9/8/2021,36.1414632,-86.8206207,2,,
799,4109 A  MURPHY  RD,NASHVILLE,RESIDENTIAL CONDO,970000,9/13/2021,36.1406433,-86.8367165,2,,
800,4109 B  MURPHY  RD,NASHVILLE,VACANT RESIDENTIAL LAND,970000,9/13/2021,36.1406433,-86.8367165,2,,
801,1210  QUAIL  RD,NASHVILLE,RESIDENTIAL CONDO,206000,9/21/2021,36.139714,-86.637493,8,,
802,313 A GREENWAY  AVE,NASHVILLE,SINGLE FAMILY,750000,9/2/2021,36.1389283,-86.8254583,2,,
803,3415  WEST END  AVE,NASHVILLE,RESIDENTIAL CONDO,210000,9/27/2021,36.1379684,-86.8197198,2,,
804,3415  WEST END  AVE,NASHVILLE,RESIDENTIAL CONDO,328000,9/20/2021,36.1379684,-86.8197198,2,,
805,6473  FLEETWOOD  DR,NASHVILLE,SINGLE FAMILY,791500,9/20/2021,36.1378118,-86.8743501,2,,
806,3536  CENTRAL  AVE,NASHVILLE,SINGLE FAMILY,1530000,9/23/2021,36.137456,-86.8259955,2,,
807,1706  18TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,320000,9/24/2021,36.1374,-86.7964865,2,,
808,1706  18TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,410000,9/15/2021,36.1374,-86.7964865,2,,
809,1706  18TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,439000,9/22/2021,36.1374,-86.7964865,2,,
810,1013  ARGYLE  AVE,NASHVILLE,DUPLEX,500000,9/10/2021,36.137359,-86.7853056,2,,
811,6680  CHARLOTTE  PIKE,NASHVILLE,RESIDENTIAL CONDO,161000,9/17/2021,36.1373046,-86.8850259,2,,
812,1009  ARGYLE  AVE,NASHVILLE,DUPLEX,500000,9/10/2021,36.1372792,-86.7850516,2,,
813,1005  ARGYLE  AVE,NASHVILLE,DUPLEX,500000,9/10/2021,36.1372729,-86.7848161,2,,
814,1001  ARGYLE  AVE,NASHVILLE,DUPLEX,500000,9/10/2021,36.1372252,-86.7846198,2,,
815,1823  WEDGEWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,252500,9/20/2021,36.1371016,-86.7976892,2,,
816,1825  WEDGEWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,189900,9/20/2021,36.1371016,-86.7976892,2,,
817,1802  NATCHEZ  TRCE,NASHVILLE,DUPLEX,945000,9/14/2021,36.1369445,-86.8107774,2,,
818,1106  WADE  AVE,NASHVILLE,RESIDENTIAL CONDO,780000,9/1/2021,36.1369432,-86.7869758,2,,
819,1714 A VILLA  PL,NASHVILLE,RESIDENTIAL CONDO,482500,9/28/2021,36.1369305,-86.7927492,2,,
820,701  KENDALL  DR,NASHVILLE,SINGLE FAMILY,575000,9/10/2021,36.1368087,-86.8618887,2,,
821,6661  RIVER VIEW  DR,NASHVILLE,SINGLE FAMILY,845000,9/14/2021,36.1364727,-86.9211337,3,,
822,1700   STEWART  PL,NASHVILLE,SINGLE FAMILY,450000,9/3/2021,36.1361827,-86.771036,1,,
823,1810 B ELLIOTT  AVE,NASHVILLE,RESIDENTIAL CONDO,875000,9/24/2021,36.1361142,-86.7822092,2,,
824,1026  WEDGEWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,898900,9/19/2021,36.1359603,-86.7864647,2,,
825,428 B WINGROVE  ST,NASHVILLE,RESIDENTIAL CONDO,525000,9/21/2021,36.1359482,-86.762403,1,,
826,3329  QUAIL RUN  CT,NASHVILLE,SINGLE FAMILY,350000,9/10/2021,36.1358424,-86.633653,8,,
827,1016  WEDGEWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,975000,9/24/2021,36.1358258,-86.7861899,2,,
828,300  LAUDERDALE  RD,NASHVILLE,SINGLE FAMILY,1350000,9/14/2021,36.1356655,-86.8377431,2,,
829,400   HERRON  DR,NASHVILLE,RESIDENTIAL CONDO,262000,9/20/2021,36.1355534,-86.757209,1,,
830,400   HERRON  DR,NASHVILLE,RESIDENTIAL CONDO,275000,9/10/2021,36.1355534,-86.757209,1,,
831,400   HERRON  DR,NASHVILLE,RESIDENTIAL CONDO,270000,9/15/2021,36.1355534,-86.757209,1,,
832,3302  QUAIL VIEW  DR,NASHVILLE,RESIDENTIAL CONDO,186000,9/13/2021,36.135179,-86.63888,8,,
833,3319  QUAIL VIEW  DR,NASHVILLE,RESIDENTIAL CONDO,200000,9/29/2021,36.1350974,-86.637426,8,,
834,3629   RICHLAND  AVE,NASHVILLE,SINGLE FAMILY,2825000,9/13/2021,36.13504,-86.827022,2,,
835,1021  COLLEGE  AVE,NASHVILLE,SINGLE FAMILY,545000,9/21/2021,36.1347304,-86.8571997,3,,
836,3703   RICHLAND  AVE,NASHVILLE,SINGLE FAMILY,2875000,9/13/2021,36.134578,-86.828573,2,,
837,3910  VALLEY  RD,NASHVILLE,SINGLE FAMILY,720000,9/2/2021,36.1342866,-86.8352311,2,,
838,3727  RICHLAND  AVE,NASHVILLE,SINGLE FAMILY,1675000,9/28/2021,36.133651,-86.831032,2,,
839,2103  NATCHEZ  TRCE,NASHVILLE,DUPLEX,600000,9/24/2021,36.1335881,-86.8120114,2,,
840,3449  HARBORWOOD  CIR,NASHVILLE,SINGLE FAMILY,355000,9/2/2021,36.1334837,-86.6349088,8,,
841,907  REXDALE  DR,NASHVILLE,SINGLE FAMILY,245000,9/17/2021,36.133268,-86.7050461,8,,
842,2012  12TH  AVE S,NASHVILLE,SINGLE FAMILY,730000,9/27/2021,36.1326613,-86.7883488,2,,
843,3525  RICHARDSON  AVE,NASHVILLE,RESIDENTIAL CONDO,545000,9/10/2021,36.1326307,-86.8216035,2,,
844,1019  CALDWELL  AVE,NASHVILLE,RESIDENTIAL CONDO,825000,9/3/2021,36.1324241,-86.7874067,2,,
845,3704  WHITLAND  AVE,NASHVILLE,SINGLE FAMILY,3500000,9/10/2021,36.1324076,-86.8282899,2,,
846,3113  HARBORWOOD  DR,NASHVILLE,SINGLE FAMILY,410000,9/14/2021,36.1323621,-86.6304148,8,,
847,728  SUMMERLY  DR,NASHVILLE,SINGLE FAMILY,816000,9/8/2021,36.1323139,-86.8757018,2,,
848,2020  BEECH  AVE,NASHVILLE,RESIDENTIAL CONDO,195000,9/1/2021,36.132084,-86.7802428,2,,
849,806  LANCASTER  WAY,NASHVILLE,RESIDENTIAL CONDO,530000,9/24/2021,36.1311882,-86.8172419,2,,
850,3831  WEST END  AVE,NASHVILLE,RESIDENTIAL CONDO,240000,9/8/2021,36.1311771,-86.8338572,2,,
851,2109  20TH  AVE S,NASHVILLE,SINGLE FAMILY,582000,9/13/2021,36.1308483,-86.8006524,2,,
852,3901  WEST END  AVE,NASHVILLE,RESIDENTIAL CONDO,390000,9/10/2021,36.1308014,-86.8346608,2,,
853,4487  POST  PL,NASHVILLE,RESIDENTIAL CONDO,325000,9/24/2021,36.1304659,-86.8503846,2,,
854,2104  ASHWOOD  AVE,NASHVILLE,DUPLEX,735000,9/1/2021,36.1295939,-86.8031803,2,,
855,75 B  BROOKWOOD  TER,NASHVILLE,RESIDENTIAL CONDO,1299000,9/29/2021,36.1291352,-86.8586749,2,,
856,793  BROOK HOLLOW  RD,NASHVILLE,SINGLE FAMILY,1150000,9/30/2021,36.128295,-86.8850454,2,,
857,2822  WESTWOOD  AVE,NASHVILLE,SINGLE FAMILY,443000,9/24/2021,36.1279313,-86.814055,2,,
858,4215  HARDING  PIKE,NASHVILLE,RESIDENTIAL CONDO,475000,9/23/2021,36.12784,-86.8411,2,,
859,4215  HARDING  PIKE,NASHVILLE,RESIDENTIAL CONDO,360000,9/16/2021,36.12784,-86.8411,2,,
860,4215  HARDING  PIKE,NASHVILLE,RESIDENTIAL CONDO,310000,9/16/2021,36.12784,-86.8411,2,,
861,4215  HARDING  PIKE,NASHVILLE,RESIDENTIAL CONDO,550000,9/7/2021,36.12784,-86.8411,2,,
862,2810 A WESTWOOD  AVE,NASHVILLE,ZERO LOT LINE,360000,9/15/2021,36.1276265,-86.8134433,2,,
863,61  SCOBEY  DR,NASHVILLE,SINGLE FAMILY,275000,9/22/2021,36.1276012,-86.7308024,1,,
864,2310  ELLIOTT  AVE,NASHVILLE,RESIDENTIAL CONDO,432000,9/9/2021,36.1272284,-86.7790519,2,,
865,924  DEERVALE  DR,NASHVILLE,SINGLE FAMILY,480000,9/20/2021,36.1270927,-86.7210852,8,,
866,2400  OAKLAND  AVE,NASHVILLE,SINGLE FAMILY,725000,9/10/2021,36.127073,-86.795021,2,,
867,2124  WESTWOOD  AVE,NASHVILLE,SINGLE FAMILY,935000,9/13/2021,36.1270317,-86.807009,2,,
868,2708  NATCHEZ  TRCE,NASHVILLE,SINGLE FAMILY,103700,9/17/2021,36.1265962,-86.8121683,2,,
869,548   LITTLE CHANNING  WAY,NASHVILLE,RESIDENTIAL CONDO,950000,9/13/2021,36.1265471,-86.8039197,2,,
870,2197  NOLENSVILLE  PIKE,NASHVILLE,RESIDENTIAL CONDO,188000,9/13/2021,36.126547,-86.7540903,1,,
871,2109  WESTWOOD  AVE,NASHVILLE,SINGLE FAMILY,1000000,9/22/2021,36.126322,-86.8058319,2,,
872,914  CARUTHERS  AVE,NASHVILLE,DUPLEX,929900,9/2/2021,36.1257611,-86.7847964,2,,
873,2800  27TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,610000,9/24/2021,36.1254987,-86.8107559,2,,
874,533  WILLIAMSBURG  DR,NASHVILLE,RESIDENTIAL CONDO,167000,9/24/2021,36.125347,-86.630752,8,,
875,842  BRESSLYN  RD,NASHVILLE,SINGLE FAMILY,662000,9/2/2021,36.1251072,-86.8896676,2,,
876,3604   SARATOGA  DR,NASHVILLE,SINGLE FAMILY,775000,9/15/2021,36.1250974,-86.8237877,2,,
877,517  FOOTHILL  DR,NASHVILLE,SINGLE FAMILY,355000,9/3/2021,36.1250673,-86.7237775,8,,
878,857  BELTON  DR,NASHVILLE,SINGLE FAMILY,715000,9/15/2021,36.124671,-86.8968787,2,,
879,2219  SADLER  AVE,NASHVILLE,SINGLE FAMILY,250000,9/23/2021,36.1242577,-86.7486106,1,,
880,1210  VULTEE  BLVD,NASHVILLE,SINGLE FAMILY,305000,9/2/2021,36.1241151,-86.7021365,8,,
881,553  ROSEDALE  AVE,NASHVILLE,RESIDENTIAL CONDO,350000,9/23/2021,36.1238287,-86.7617257,1,,
882,916 B  MONTROSE  AVE,NASHVILLE,RESIDENTIAL CONDO,899000,9/16/2021,36.1235899,-86.7852047,2,,
883,2723 A  WESTWOOD  DR,NASHVILLE,RESIDENTIAL CONDO,737700,9/14/2021,36.1234981,-86.774978,2,,
884,2723 B  WESTWOOD  DR,NASHVILLE,RESIDENTIAL CONDO,737700,9/14/2021,36.1234423,-86.7749595,2,,
885,2725 C  WESTWOOD  DR,NASHVILLE,RESIDENTIAL CONDO,737700,9/14/2021,36.123357,-86.774907,2,,
886,2725 D  WESTWOOD  DR,NASHVILLE,RESIDENTIAL CONDO,737700,9/14/2021,36.123357,-86.774907,2,,
887,2734  ROSEDALE  PL,NASHVILLE,SINGLE FAMILY,460000,9/10/2021,36.1232761,-86.7625148,1,,
888,2727 C  WESTWOOD  DR,NASHVILLE,RESIDENTIAL CONDO,737700,9/14/2021,36.1232064,-86.7749035,2,,
889,2727 D  WESTWOOD  DR,NASHVILLE,RESIDENTIAL CONDO,737700,9/14/2021,36.1232064,-86.7749035,2,,
890,803 A MONTROSE  AVE,NASHVILLE,RESIDENTIAL CONDO,850000,9/13/2021,36.1231977,-86.7821754,2,,
891,313  ROSE  ST,NASHVILLE,SINGLE FAMILY,210000,9/27/2021,36.1231121,-86.7462339,1,,
892,2917  23RD  AVE S,NASHVILLE,RESIDENTIAL CONDO,749000,9/30/2021,36.1230058,-86.815091,2,,
