PID,Property Address,Property City,House Type,Sale Price(USD),Sale Date,Latitude,Longitude,Zone,Restaurants,Supermarkets,Liquor_Stores,Schools,Churches,Convenience_Store,Drug store,Fire_Station,Hospital,Bars
520,5410 B KENTUCKY  AVE,NASHVILLE,SINGLE FAMILY,701000,9/20/2021,36.1600041,-86.853807,3,20,15,19,20,20,20,14,8,20,20
521,927  MARILYN  RD,NASHVILLE,SINGLE FAMILY,255000,9/3/2021,36.159998,-86.862101,3,20,14,17,20,20,20,9,6,20,20
522,723  26TH  AVE N,NASHVILLE,TRIPLEX,364600,9/15/2021,36.159983,-86.815452,2,20,17,20,20,20,20,20,15,20,20
523,717  27TH  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,240000,9/7/2021,36.1597432,-86.8167974,2,20,16,20,20,20,20,20,15,20,20
524,2844  SURREY  RD,NASHVILLE,SINGLE FAMILY,328000,9/16/2021,36.1597033,-86.6584716,7,20,5,16,20,20,20,6,2,17,20
525,4603   KENTUCKY  AVE,NASHVILLE,RESIDENTIAL CONDO,631000,9/21/2021,36.1596849,-86.8427006,3,20,17,20,20,20,20,18,9,20,20
526,5111  KENTUCKY  AVE,NASHVILLE,RESIDENTIAL CONDO,355000,9/17/2021,36.1596044,-86.8501298,3,20,15,20,20,20,20,15,8,20,20
527,5523  KENTUCKY  AVE,NASHVILLE,RESIDENTIAL CONDO,492000,9/14/2021,36.1594449,-86.8554117,3,20,15,19,20,20,20,14,7,20,20
528,4602 A MICHIGAN  AVE,NASHVILLE,RESIDENTIAL CONDO,580000,9/13/2021,36.1592565,-86.8428349,3,20,17,20,20,20,20,18,9,20,20
529,413  FISK  ST,NASHVILLE,ZERO LOT LINE,220000,9/24/2021,36.159112,-86.7998185,2,20,6,12,20,20,20,9,1,20,20
530,4908 A  MICHIGAN  AVE,NASHVILLE,SINGLE FAMILY,660000,9/8/2021,36.1590414,-86.8472485,3,20,16,20,20,20,20,15,8,20,20
531,4908 B  MICHIGAN  AVE,NASHVILLE,SINGLE FAMILY,670000,9/3/2021,36.1590414,-86.8472485,3,20,16,20,20,20,20,15,8,20,20
532,301  DEMONBREUN  ST,NASHVILLE,RESIDENTIAL CONDO,310000,9/10/2021,36.1590233,-86.7747072,9,20,3,16,20,20,20,4,4,8,20
533,414  STEWARTS FERRY  PIKE,NASHVILLE,RESIDENTIAL CONDO,190000,9/23/2021,36.1588926,-86.64228,7,20,4,16,20,20,20,9,2,20,20
534,610   21ST  AVE N,NASHVILLE,RESIDENTIAL CONDO,625000,9/21/2021,36.1588827,-86.8066364,2,20,14,20,20,20,20,20,14,20,20
535,909  TRICE  DR,NASHVILLE,SINGLE FAMILY,335000,9/8/2021,36.1588748,-86.859498,3,20,15,18,20,20,20,11,7,20,20
536,314  SENECA  DR,NASHVILLE,SINGLE FAMILY,280000,9/10/2021,36.1588704,-86.6689193,7,20,5,16,20,20,20,6,3,13,20
537,4900   ILLINOIS  AVE,NASHVILLE,SINGLE FAMILY,790000,9/15/2021,36.158031,-86.846434,3,20,16,20,20,20,20,15,7,20,20
538,805   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,615000,9/13/2021,36.1571995,-86.8462571,3,20,16,20,20,20,20,15,8,20,20
539,544  ANNEX  AVE,NASHVILLE,SINGLE FAMILY,350000,9/16/2021,36.1571812,-86.8790908,3,20,10,14,20,20,20,7,6,20,20
540,100  WINDCHASE  RUN,HERMITAGE,SINGLE FAMILY,390000,9/8/2021,36.1569615,-86.5858275,8,20,0,5,14,20,20,3,0,11,9
541,3237  CLOVERWOOD  DR,NASHVILLE,SINGLE FAMILY,255000,9/10/2021,36.156947,-86.639548,7,20,4,16,20,20,20,9,2,20,20
542,505  BISMARK  DR,NASHVILLE,SINGLE FAMILY,310000,9/16/2021,36.1568681,-86.6977127,7,20,8,14,20,20,20,7,6,12,20
543,713  44TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,565000,9/9/2021,36.1566583,-86.8399514,3,20,17,20,20,20,20,18,9,20,20
544,420   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,474900,9/14/2021,36.1565622,-86.8744213,3,20,10,14,20,20,20,7,6,20,20
545,424   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,476500,9/24/2021,36.156555,-86.874164,3,20,10,14,20,20,20,7,6,20,20
546,418   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,589900,9/23/2021,36.1565534,-86.874421,3,20,10,14,20,20,20,7,6,20,20
547,430   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,589000,9/13/2021,36.156513,-86.873831,3,20,10,14,20,20,20,7,6,20,20
548,428   BECANNI  LN,NASHVILLE,RESIDENTIAL CONDO,464900,9/15/2021,36.1565004,-86.8739129,3,20,10,14,20,20,20,7,6,20,20
549,5803  MACKIE  PL,NASHVILLE,SINGLE FAMILY,470000,9/15/2021,36.156308,-86.8596699,3,20,14,16,20,20,20,9,7,20,20
550,515  BASSWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,180000,9/7/2021,36.1561863,-86.8869491,3,20,9,13,20,20,20,6,3,20,20
551,1808  STATE  ST,NASHVILLE,RESIDENTIAL CONDO,290000,9/17/2021,36.1559092,-86.7993182,2,20,6,11,20,20,19,8,1,20,20
552,510  BASSWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,255000,9/3/2021,36.1553747,-86.8846145,3,20,10,14,20,20,20,7,4,20,20
553,5906 A  DEAL  AVE,NASHVILLE,RESIDENTIAL CONDO,560000,9/13/2021,36.1552984,-86.8645204,3,20,13,16,20,20,20,8,7,20,20
554,222   CROLEYWOOD  LN,NASHVILLE,RESIDENTIAL CONDO,534100,9/13/2021,36.1550908,-86.8738752,3,20,10,15,20,20,20,7,6,20,20
555,2817  DUNMORE  DR,NASHVILLE,SINGLE FAMILY,290000,9/9/2021,36.1550635,-86.6600261,7,20,5,16,20,20,20,6,3,13,20
556,5913 A  DEAL  AVE,NASHVILLE,VACANT RESIDENTIAL LAND,428500,9/17/2021,36.1548084,-86.8644753,3,20,13,16,20,20,20,8,7,20,20
557,5913 B  DEAL  AVE,NASHVILLE,VACANT RESIDENTIAL LAND,646300,9/16/2021,36.1548084,-86.8644753,3,20,13,16,20,20,20,8,7,20,20
558,513  WANDA  DR,NASHVILLE,SINGLE FAMILY,380000,9/17/2021,36.1546763,-86.6966117,7,20,8,13,20,20,20,6,6,12,20
559,6376  IVY  ST,NASHVILLE,SINGLE FAMILY,535000,9/24/2021,36.1546025,-86.8744676,3,20,10,15,20,20,20,7,6,20,20
560,631  TRUXTON  CT,NASHVILLE,SINGLE FAMILY,310000,9/7/2021,36.1546005,-86.6434159,7,20,4,16,20,20,20,9,2,19,20
561,3108  LAKELAND  DR,NASHVILLE,SINGLE FAMILY,270000,9/13/2021,36.154221,-86.6495568,7,20,5,16,20,20,20,7,2,17,20
562,419 A 36TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,685000,9/24/2021,36.1542123,-86.828035,2,20,18,20,20,20,20,20,12,20,20
563,622  WESTBORO  DR,NASHVILLE,SINGLE FAMILY,240000,9/23/2021,36.1540956,-86.8777979,3,20,10,14,20,20,20,7,6,20,20
564,5064  MEGAN  DR,HERMITAGE,SINGLE FAMILY,435000,9/22/2021,36.1539318,-86.5811951,8,20,0,4,11,18,18,3,0,9,9
565,523 B  SNYDER  AVE,NASHVILLE,RESIDENTIAL CONDO,599000,9/17/2021,36.1539068,-86.8608535,3,20,13,16,20,20,20,9,7,20,20
566,6309  HENRY FORD  DR,NASHVILLE,SINGLE FAMILY,355000,9/3/2021,36.1536663,-86.8808538,3,20,10,14,20,20,20,7,6,20,20
567,5905  MAXON  AVE,NASHVILLE,SINGLE FAMILY,300000,9/20/2021,36.1536124,-86.8641226,3,20,13,16,20,20,20,8,7,20,20
568,1212  LAUREL  ST,NASHVILLE,RESIDENTIAL CONDO,542500,9/3/2021,36.1535143,-86.786437,9,20,3,17,20,20,20,9,4,20,20
569,1510  DEMONBREUN  ST,NASHVILLE,RESIDENTIAL CONDO,410000,9/20/2021,36.153492,-86.789426,2,20,3,16,20,20,20,9,3,20,20
570,604 B EASTBORO  DR,NASHVILLE,RESIDENTIAL CONDO,525000,9/23/2021,36.1533878,-86.867336,3,20,13,16,20,20,20,8,7,20,20
571,6096  HAGARS GROVE  PASS,HERMITAGE,SINGLE FAMILY,460000,9/10/2021,36.1531098,-86.5778062,8,20,0,3,10,20,16,2,0,9,6
572,3307  FALLS CREEK  DR,NASHVILLE,DUPLEX,362000,9/22/2021,36.1529483,-86.6387103,7,20,4,16,20,20,20,9,2,19,20
573,319  EMERY  DR,NASHVILLE,SINGLE FAMILY,360000,9/22/2021,36.1527592,-86.6762766,7,20,8,18,20,20,20,8,3,13,20
574,528  SCHOLARSHIP  DR,NASHVILLE,SINGLE FAMILY,400000,9/1/2021,36.1518256,-86.881794,3,20,10,14,20,20,20,7,6,20,20
575,504  NEWTON  AVE,NASHVILLE,SINGLE FAMILY,555000,9/3/2021,36.1516517,-86.8631181,3,20,13,16,20,20,20,8,7,20,20
576,600  12TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,575000,9/8/2021,36.1516338,-86.7836581,9,20,3,15,20,20,20,10,3,20,20
577,1803  BROADWAY,NASHVILLE,RESIDENTIAL CONDO,320000,9/2/2021,36.1515375,-86.7953035,2,20,5,13,20,20,18,8,2,20,20
578,67  MAURY  ST,NASHVILLE,SINGLE FAMILY,205000,9/13/2021,36.1512396,-86.7591275,1,20,17,20,20,20,20,20,12,20,20
579,3314 A ELKINS  AVE,NASHVILLE,RESIDENTIAL CONDO,430000,9/15/2021,36.150884,-86.8250319,2,20,19,20,20,20,20,20,13,20,20
580,500  LAKEBRINK  CT,NASHVILLE,RESIDENTIAL CONDO,205000,9/3/2021,36.1506276,-86.6333925,8,20,3,10,20,20,20,8,2,17,20
581,320  52ND  AVE N,NASHVILLE,SINGLE FAMILY,600100,9/16/2021,36.1506039,-86.849581,2,20,15,19,20,20,20,13,10,20,20
582,609  CENTERPOINT  LN,NASHVILLE,RESIDENTIAL CONDO,525000,9/21/2021,36.150549,-86.8527464,2,20,13,17,20,20,20,13,8,20,20
583,304  MOONWATER  CT,HERMITAGE,SINGLE FAMILY,410000,9/24/2021,36.1503277,-86.5863294,8,20,0,4,12,20,18,3,0,10,8
584,0  CHARLOTTE  PIKE,NASHVILLE,VACANT RURAL LAND,200000,9/21/2021,36.1502841,-86.8608501,3,20,13,17,20,20,20,9,7,20,20
585,1403 A  SIGLER  ST,NASHVILLE,RESIDENTIAL CONDO,450000,9/15/2021,36.1501781,-86.7886329,2,20,3,16,20,20,20,9,4,20,20
586,306  33RD  AVE N,NASHVILLE,SINGLE FAMILY,525000,9/27/2021,36.1501303,-86.8235442,2,20,19,20,20,20,20,20,14,20,20
587,502  SCHOLARSHIP  DR,NASHVILLE,SINGLE FAMILY,499000,9/17/2021,36.1500245,-86.879365,3,20,10,14,20,20,20,7,6,20,20
588,925  ALLEN  RD,NASHVILLE,SINGLE FAMILY,325000,9/21/2021,36.1500094,-86.6627021,7,20,6,17,20,20,20,6,3,13,20
589,6123 A  HENRY FORD  DR,NASHVILLE,RESIDENTIAL CONDO,593000,9/3/2021,36.1499518,-86.8786944,3,20,10,14,20,20,20,7,6,20,20
590,3316  NEVADA  AVE,NASHVILLE,SINGLE FAMILY,450000,9/16/2021,36.149811,-86.8258975,2,20,19,20,20,20,20,20,13,20,20
591,5103  ELKINS  AVE,NASHVILLE,SINGLE FAMILY,625000,9/9/2021,36.1496775,-86.8493125,2,20,14,20,20,20,20,13,10,20,20
592,806  18TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,280000,9/8/2021,36.1496673,-86.794138,2,20,3,12,20,20,19,7,2,20,20
593,725  14TH  AVE S,NASHVILLE,SINGLE FAMILY,578300,9/20/2021,36.149626,-86.7886235,2,20,3,16,20,20,20,9,4,20,20
594,4010  NEVADA  AVE,NASHVILLE,SINGLE FAMILY,507000,9/8/2021,36.1495361,-86.8347605,2,20,18,20,20,20,20,18,10,20,20
595,49  DONELSON  ST,NASHVILLE,SINGLE FAMILY,190000,9/17/2021,36.1491751,-86.7551332,1,20,17,20,20,20,20,20,11,20,20
596,1210 C HAWKINS  ST,NASHVILLE,RESIDENTIAL CONDO,950000,9/28/2021,36.149138,-86.7861272,2,20,3,17,20,20,20,9,4,20,20
597,2325  ELLISTON  PL,NASHVILLE,RESIDENTIAL CONDO,287000,9/24/2021,36.1487279,-86.8066167,2,20,3,9,20,20,19,7,1,20,20
598,900  20TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,445000,9/14/2021,36.1486076,-86.7973168,2,20,4,10,20,20,18,7,3,20,20
599,5007  NEVADA  AVE,NASHVILLE,DUPLEX,700000,9/3/2021,36.1482229,-86.8477334,2,20,13,20,20,20,20,13,10,20,20
600,418 A W BEND  DR,NASHVILLE,RESIDENTIAL CONDO,689900,9/17/2021,36.148142,-86.8705493,2,20,10,15,20,20,20,7,7,20,20
601,419 B  AMERICAN  RD,NASHVILLE,RESIDENTIAL CONDO,695000,9/10/2021,36.1473032,-86.8741542,2,20,10,15,20,20,20,7,6,20,20
602,407  NORMANDY  CIR,NASHVILLE,RESIDENTIAL CONDO,440000,9/7/2021,36.147179,-86.826137,2,20,20,20,20,20,20,20,12,20,20
603,2006  26TH  AVE S,NASHVILLE,SINGLE FAMILY,589000,9/9/2021,36.1471439,-86.8103687,2,20,2,8,20,20,17,7,2,20,20
604,2289   SEVEN POINTS  CIR,HERMITAGE,RESIDENTIAL CONDO,483900,9/14/2021,36.1468861,-86.5756656,8,20,0,3,5,15,14,2,0,9,5
605,915  15TH  AVE S,NASHVILLE,DUPLEX,600000,9/28/2021,36.1467897,-86.7903505,2,20,2,14,20,20,20,8,3,20,20
606,5005   HARBOR RESERVE  CV,HERMITAGE,RESIDENTIAL CONDO,480700,9/24/2021,36.1467558,-86.5753848,8,20,0,3,5,15,13,2,0,9,5
607,421  NORMANDY  CIR,NASHVILLE,RESIDENTIAL CONDO,436000,9/15/2021,36.146431,-86.826281,2,20,20,20,20,20,20,20,12,20,20
608,42   TRIMBLE  ST,NASHVILLE,RESIDENTIAL CONDO,499900,9/9/2021,36.1463373,-86.7599523,1,20,18,20,20,20,20,20,12,20,20
609,207  SENTINEL  DR,NASHVILLE,SINGLE FAMILY,510000,9/2/2021,36.1463351,-86.834339,2,20,18,20,20,20,20,18,11,20,20
610,5105  IDAHO  AVE,NASHVILLE,SINGLE FAMILY,450000,9/17/2021,36.1461404,-86.8491106,2,20,13,18,20,20,20,12,9,20,20
611,340  NORMANDY  CIR,NASHVILLE,RESIDENTIAL CONDO,525000,9/23/2021,36.146075,-86.825282,2,20,20,20,20,20,20,20,13,20,20
612,4602 B WYOMING  AVE,NASHVILLE,RESIDENTIAL CONDO,435000,9/23/2021,36.1457486,-86.8424188,2,20,13,20,20,20,20,15,9,20,20
613,3000  POSTON  AVE,NASHVILLE,RESIDENTIAL CONDO,807000,9/16/2021,36.1455775,-86.8153797,2,20,3,7,20,20,14,6,2,20,20
614,328  NORMANDY  CIR,NASHVILLE,RESIDENTIAL CONDO,470000,9/13/2021,36.145517,-86.825539,2,20,20,20,20,20,20,20,13,20,20
615,205  31ST  AVE N,NASHVILLE,RESIDENTIAL CONDO,495000,9/13/2021,36.1448856,-86.8167778,2,20,3,7,20,20,11,5,2,20,20
616,1008   11TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,125000,9/22/2021,36.1448559,-86.7846695,2,20,2,12,20,20,20,7,4,20,20
617,143  42ND  AVE N,NASHVILLE,SINGLE FAMILY,260000,9/3/2021,36.1448068,-86.8370741,2,20,19,20,20,20,20,16,10,20,20
618,3119  BELWOOD  ST,NASHVILLE,RESIDENTIAL CONDO,840000,9/8/2021,36.1447845,-86.8185627,2,20,3,7,20,20,14,4,2,20,20
619,117  30TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,326500,9/9/2021,36.14472,-86.8153263,2,20,2,5,20,20,15,6,2,20,20
620,555  LOCKWOOD  DR,NASHVILLE,SINGLE FAMILY,267500,9/8/2021,36.1446665,-86.6717915,7,20,7,18,20,20,20,8,3,12,20
621,515  BELLMORE  PL,NASHVILLE,SINGLE FAMILY,335000,9/16/2021,36.1446581,-86.8621239,2,20,13,16,20,20,20,9,7,20,20
622,4202  UTAH  AVE,NASHVILLE,SINGLE FAMILY,685000,9/3/2021,36.1446403,-86.8371917,2,20,19,20,20,20,20,16,10,20,20
623,16  SHEPARD  ST,NASHVILLE,VACANT RESIDENTIAL LAND,165000,9/3/2021,36.1446102,-86.7612581,1,20,17,20,20,20,20,20,12,20,20
624,1101  18TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,300000,9/14/2021,36.1445985,-86.79607,2,20,2,9,20,20,20,7,3,20,20
625,4309  UTAH  AVE,NASHVILLE,SINGLE FAMILY,715000,9/3/2021,36.1443042,-86.838917,2,20,19,20,20,20,20,16,10,20,20
626,1409 B TREMONT  ST,NASHVILLE,RESIDENTIAL CONDO,810000,9/21/2021,36.1440167,-86.7913833,2,20,2,10,20,20,20,7,3,20,20
627,3116   WEST END  CIR,NASHVILLE,RESIDENTIAL CONDO,330000,9/13/2021,36.1439884,-86.8189157,2,20,3,7,20,20,14,4,2,20,20
628,6510  THUNDERBIRD  DR,NASHVILLE,SINGLE FAMILY,390000,9/21/2021,36.1439178,-86.8841836,3,20,9,15,20,20,20,9,6,20,20
629,119   MASON  AVE,NASHVILLE,RESIDENTIAL CONDO,625000,9/21/2021,36.1438716,-86.8195706,2,20,3,7,20,20,14,4,2,20,20
630,806   OLYMPIC  ST,NASHVILLE,RESIDENTIAL CONDO,374900,9/23/2021,36.1438572,-86.7797717,2,20,16,20,20,20,20,20,15,20,20
631,4009  UTAH  AVE,NASHVILLE,RESIDENTIAL CONDO,790000,9/17/2021,36.14377,-86.833485,2,20,19,20,20,20,20,16,11,20,20
632,3210  LONG  BLVD,NASHVILLE,RESIDENTIAL CONDO,550000,9/16/2021,36.143703,-86.821046,2,20,3,6,20,20,14,4,4,20,20
633,1518  EDGEHILL  AVE,NASHVILLE,DUPLEX,600000,9/23/2021,36.1435584,-86.792409,2,20,2,10,20,20,20,7,3,20,20
634,128  ACKLEN PARK  DR,NASHVILLE,RESIDENTIAL CONDO,380000,9/23/2021,36.14334,-86.820239,2,20,3,7,20,20,14,4,4,20,20
635,3535  BELL  RD,NASHVILLE,RESIDENTIAL CONDO,215000,9/20/2021,36.1429106,-86.6257191,8,20,2,9,20,20,20,4,0,15,20
636,1205  14TH  AVE S,NASHVILLE,SINGLE FAMILY,385000,9/20/2021,36.1424924,-86.7897618,2,20,2,9,20,20,20,6,3,20,20
637,201  ACKLEN PARK  DR,NASHVILLE,RESIDENTIAL CONDO,185000,9/7/2021,36.1424015,-86.8213234,2,20,2,4,20,20,9,2,4,20,20
638,4100  COLORADO  AVE,NASHVILLE,DUPLEX,590000,9/30/2021,36.1423522,-86.8356232,2,20,18,20,20,20,20,16,10,20,20
639,3315  LONG  BLVD,NASHVILLE,RESIDENTIAL CONDO,260000,9/13/2021,36.141923,-86.821933,2,20,2,4,20,20,9,2,4,20,20
640,72 A NANCE  LN,NASHVILLE,RESIDENTIAL CONDO,425000,9/28/2021,36.1415908,-86.7494127,1,20,17,20,20,20,20,17,10,20,20
641,208  FAIRMONT  CT,NASHVILLE,RESIDENTIAL CONDO,370000,9/8/2021,36.1414632,-86.8206207,2,20,1,4,20,20,9,3,4,20,20
642,4109 A  MURPHY  RD,NASHVILLE,RESIDENTIAL CONDO,970000,9/13/2021,36.1406433,-86.8367165,2,20,17,20,20,20,20,16,10,20,20
643,4109 B  MURPHY  RD,NASHVILLE,VACANT RESIDENTIAL LAND,970000,9/13/2021,36.1406433,-86.8367165,2,20,17,20,20,20,20,16,10,20,20
644,1210  QUAIL  RD,NASHVILLE,RESIDENTIAL CONDO,206000,9/21/2021,36.139714,-86.637493,8,20,2,11,20,20,20,4,1,14,20
645,313 A GREENWAY  AVE,NASHVILLE,SINGLE FAMILY,750000,9/2/2021,36.1389283,-86.8254583,2,20,19,20,20,20,20,20,11,20,20
646,3415  WEST END  AVE,NASHVILLE,RESIDENTIAL CONDO,210000,9/27/2021,36.1379684,-86.8197198,2,20,1,3,20,20,7,1,5,20,20
647,6473  FLEETWOOD  DR,NASHVILLE,SINGLE FAMILY,791500,9/20/2021,36.1378118,-86.8743501,2,20,10,18,20,20,20,9,6,20,20
648,1706  18TH  AVE S,NASHVILLE,RESIDENTIAL CONDO,320000,9/24/2021,36.1374,-86.7964865,2,20,2,10,20,20,20,6,4,20,20
649,1013  ARGYLE  AVE,NASHVILLE,DUPLEX,500000,9/10/2021,36.137359,-86.7853056,2,20,2,9,20,20,17,4,3,20,20
650,6680  CHARLOTTE  PIKE,NASHVILLE,RESIDENTIAL CONDO,161000,9/17/2021,36.1373046,-86.8850259,2,20,9,17,20,20,20,9,5,20,20
651,1009  ARGYLE  AVE,NASHVILLE,DUPLEX,500000,9/10/2021,36.1372792,-86.7850516,2,20,2,9,20,20,17,4,3,20,20
652,1005  ARGYLE  AVE,NASHVILLE,DUPLEX,500000,9/10/2021,36.1372729,-86.7848161,2,20,2,9,20,20,18,5,3,20,20
653,1001  ARGYLE  AVE,NASHVILLE,DUPLEX,500000,9/10/2021,36.1372252,-86.7846198,2,20,2,9,20,20,17,5,3,20,20
654,1823  WEDGEWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,252500,9/20/2021,36.1371016,-86.7976892,2,20,2,9,20,20,20,6,4,20,20
655,1825  WEDGEWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,189900,9/20/2021,36.1371016,-86.7976892,2,20,2,9,20,20,20,6,4,20,20
656,1802  NATCHEZ  TRCE,NASHVILLE,DUPLEX,945000,9/14/2021,36.1369445,-86.8107774,2,20,1,4,20,20,10,5,2,20,20
657,1106  WADE  AVE,NASHVILLE,RESIDENTIAL CONDO,780000,9/1/2021,36.1369432,-86.7869758,2,20,2,10,20,20,18,5,3,20,20
658,1714 A VILLA  PL,NASHVILLE,RESIDENTIAL CONDO,482500,9/28/2021,36.1369305,-86.7927492,2,20,1,10,20,20,19,5,4,20,20
659,701  KENDALL  DR,NASHVILLE,SINGLE FAMILY,575000,9/10/2021,36.1368087,-86.8618887,2,20,12,18,20,20,20,9,7,20,20
660,6661  RIVER VIEW  DR,NASHVILLE,SINGLE FAMILY,845000,9/14/2021,36.1364727,-86.9211337,3,20,4,6,15,20,15,2,1,2,8
661,1700   STEWART  PL,NASHVILLE,SINGLE FAMILY,450000,9/3/2021,36.1361827,-86.771036,1,20,16,20,20,20,20,19,11,20,20
662,1810 B ELLIOTT  AVE,NASHVILLE,RESIDENTIAL CONDO,875000,9/24/2021,36.1361142,-86.7822092,2,20,2,10,20,20,18,5,3,20,20
663,1026  WEDGEWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,898900,9/19/2021,36.1359603,-86.7864647,2,20,2,9,20,20,18,5,4,20,20
664,428 B WINGROVE  ST,NASHVILLE,RESIDENTIAL CONDO,525000,9/21/2021,36.1359482,-86.762403,1,20,18,20,20,20,20,20,11,20,20
665,3329  QUAIL RUN  CT,NASHVILLE,SINGLE FAMILY,350000,9/10/2021,36.1358424,-86.633653,8,20,1,9,20,20,20,3,0,9,19
666,1016  WEDGEWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,975000,9/24/2021,36.1358258,-86.7861899,2,20,2,10,20,20,19,5,3,20,20
667,400   HERRON  DR,NASHVILLE,RESIDENTIAL CONDO,262000,9/20/2021,36.1355534,-86.757209,1,20,16,20,20,20,20,17,11,20,20
668,3302  QUAIL VIEW  DR,NASHVILLE,RESIDENTIAL CONDO,186000,9/13/2021,36.135179,-86.63888,8,20,1,9,20,20,20,3,0,9,20
669,3319  QUAIL VIEW  DR,NASHVILLE,RESIDENTIAL CONDO,200000,9/29/2021,36.1350974,-86.637426,8,20,1,9,20,20,20,3,0,9,20
670,1021  COLLEGE  AVE,NASHVILLE,SINGLE FAMILY,545000,9/21/2021,36.1347304,-86.8571997,3,20,14,20,20,20,20,11,9,20,20
671,3910  VALLEY  RD,NASHVILLE,SINGLE FAMILY,720000,9/2/2021,36.1342866,-86.8352311,2,20,16,20,20,20,20,16,11,20,20
672,2103  NATCHEZ  TRCE,NASHVILLE,DUPLEX,600000,9/24/2021,36.1335881,-86.8120114,2,20,19,20,20,20,20,20,13,20,20
673,3449  HARBORWOOD  CIR,NASHVILLE,SINGLE FAMILY,355000,9/2/2021,36.1334837,-86.6349088,8,20,1,9,20,20,20,3,0,9,19
674,907  REXDALE  DR,NASHVILLE,SINGLE FAMILY,245000,9/17/2021,36.133268,-86.7050461,8,20,10,16,20,20,20,8,6,8,20
675,2012  12TH  AVE S,NASHVILLE,SINGLE FAMILY,730000,9/27/2021,36.1326613,-86.7883488,2,20,17,20,20,20,20,20,14,20,20
676,3525  RICHARDSON  AVE,NASHVILLE,RESIDENTIAL CONDO,545000,9/10/2021,36.1326307,-86.8216035,2,20,19,20,20,20,20,18,10,20,20
677,1019  CALDWELL  AVE,NASHVILLE,RESIDENTIAL CONDO,825000,9/3/2021,36.1324241,-86.7874067,2,20,17,20,20,20,20,20,14,20,20
678,3113  HARBORWOOD  DR,NASHVILLE,SINGLE FAMILY,410000,9/14/2021,36.1323621,-86.6304148,8,20,1,9,20,20,20,3,0,9,16
679,728  SUMMERLY  DR,NASHVILLE,SINGLE FAMILY,816000,9/8/2021,36.1323139,-86.8757018,2,20,10,19,20,20,20,9,6,20,20
680,2020  BEECH  AVE,NASHVILLE,RESIDENTIAL CONDO,195000,9/1/2021,36.132084,-86.7802428,2,20,16,20,20,20,20,20,13,20,20
681,806  LANCASTER  WAY,NASHVILLE,RESIDENTIAL CONDO,530000,9/24/2021,36.1311882,-86.8172419,2,20,18,20,20,20,20,20,12,20,20
682,3831  WEST END  AVE,NASHVILLE,RESIDENTIAL CONDO,240000,9/8/2021,36.1311771,-86.8338572,2,20,17,20,20,20,20,17,11,20,20
683,2109  20TH  AVE S,NASHVILLE,SINGLE FAMILY,582000,9/13/2021,36.1308483,-86.8006524,2,20,18,20,20,20,20,20,13,20,20
684,3901  WEST END  AVE,NASHVILLE,RESIDENTIAL CONDO,390000,9/10/2021,36.1308014,-86.8346608,2,20,15,20,20,20,20,17,11,20,20
685,4487  POST  PL,NASHVILLE,RESIDENTIAL CONDO,325000,9/24/2021,36.1304659,-86.8503846,2,20,14,20,20,20,20,13,10,20,20
686,2104  ASHWOOD  AVE,NASHVILLE,DUPLEX,735000,9/1/2021,36.1295939,-86.8031803,2,20,18,20,20,20,20,19,13,20,20
687,2822  WESTWOOD  AVE,NASHVILLE,SINGLE FAMILY,443000,9/24/2021,36.1279313,-86.814055,2,20,17,20,20,20,20,18,12,20,20
688,4215  HARDING  PIKE,NASHVILLE,RESIDENTIAL CONDO,475000,9/23/2021,36.12784,-86.8411,2,20,15,20,20,20,20,16,11,20,20
689,2810 A WESTWOOD  AVE,NASHVILLE,ZERO LOT LINE,360000,9/15/2021,36.1276265,-86.8134433,2,20,17,20,20,20,20,18,12,20,20
690,61  SCOBEY  DR,NASHVILLE,SINGLE FAMILY,275000,9/22/2021,36.1276012,-86.7308024,1,20,18,16,20,20,20,9,7,20,20
691,2310  ELLIOTT  AVE,NASHVILLE,RESIDENTIAL CONDO,432000,9/9/2021,36.1272284,-86.7790519,2,20,15,20,20,20,20,18,11,20,20
692,924  DEERVALE  DR,NASHVILLE,SINGLE FAMILY,480000,9/20/2021,36.1270927,-86.7210852,8,20,18,12,20,20,20,9,4,17,20
